timestamp,group_id,request_id,dns_resolution_s,tcp_connect_s,tls_handshake_s,time_to_first_byte_s,total_request_time_s,http_status,content_length,x_lodbrok_cell,x_cache
2025-07-24T16:05:11.187985,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMjQ1MzI2NTQwOCJ9,eabe0296-2c60-4975-93f0-6e298af6b428,0.001979,0.070398,0.248936,0.810514,0.819374,200,11717,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:11.987886,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI0NDUzMjQ0OTI4In0,1ab72923-f28a-4545-b483-c43f3cf341ad,0.002997,0.050409,0.127582,0.656696,0.780256,200,82737,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:13.393430,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyNjEzNTc0In0,e47ef6ce-61d5-47e4-ae6b-494c549817be,0.002279,0.03221,0.212283,1.200395,1.383563,200,211634,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:14.254242,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI0MzMyNDI5MzEyIn0,867c3251-7a2a-4f0b-8b26-a8abd9de59fb,0.002425,0.037879,0.206104,0.726432,0.840542,200,42081,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:15.711485,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI2MjI4OTE0MTc2MCJ9,70885983-7a02-421f-a54f-f89535d828e1,0.009004,0.050818,0.25333,1.307254,1.425278,200,227703,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:16.738388,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxNzUwMTgwOTg2ODgifQ,77f613cb-eddb-4314-94ec-5b90d3048273,0.003076,0.065849,0.271422,0.870422,0.998407,200,50432,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:17.746619,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI2MDUwMzIwIn0,103b64ba-3e35-4e36-a42c-3e3aa865e137,0.006375,0.104116,0.312168,0.907232,0.968923,200,37058,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:19.148159,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI4MzIxMjc1In0,e0d0e6e7-f23e-4211-ab93-22b9a3c0c0b5,0.00197,0.07014,0.334668,1.229493,1.386412,200,115547,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:20.228270,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI5NzY2MDMifQ,6e6eedd5-1db1-4382-b0a8-88c4b426c22c,0.003286,0.165342,0.361016,0.97724,1.052389,200,56984,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:21.292003,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyMDE2MzA2NzkwNDAifQ,3f96b8a9-f1ba-4f7a-aed9-1ef9013b217c,0.002583,0.085711,0.310133,0.887735,1.046541,200,45853,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:22.349943,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI1OTE0NzQ2ODgwIn0,1808f366-fff2-4686-adbb-c682055dc217,0.005057,0.120427,0.335307,0.890925,1.027684,200,34700,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:23.634173,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI3ODI2NTA4In0,ba5b07b9-8657-461e-b308-0be648de9587,0.002648,0.117407,0.314259,1.153933,1.265626,200,47665,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:24.706158,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMjcyOTEwMDY5NzYifQ,04ade7c4-b1c8-4cb0-b7b0-653b8dadac66,0.002215,0.105807,0.311036,0.985361,1.053233,200,32678,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:26.324292,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIzMjIwMzQzIn0,74ea57bd-3f9a-48f7-a348-b6878ac681de,0.003922,0.086289,0.29616,1.463627,1.591928,200,121424,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:05:37.467622,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMDQ0OTI2NDY0MDAifQ,95c2c9d8-555f-410a-a677-1aacca57441b,0.003815,0.129888,0.347516,10.799439,11.115003,200,16948,prod_central_1-c1,CONFIG_NOCACHE
